Misspelled Name,Correct Name
shavitrn,shavitri
bacty,banty
mainj,maina
kishore,kishore
snazad,shazad
jaismeec,jaismeen
baxmanram,laxmanram
rtmsewak,ramsewak
koushvk,koushik
kamraac,kamraan
sahita,sahina
diai,disi
soeaib,sohaib
aquni,aruni
xhashbu,khashbu
sikare,sitare
rxmbai,rambai
saeshpa,saeshta
chhidt,chhidu
mulg,mula
muzamiik,muzamiil
satpql,satpal
judani,jugani
ibarhqm,ibarhim
taruja,tanuja
poshotty,poshetty
lakshfya,lakshaya
paonalal,pannalal
nfksiya,niksiya
buuralal,bhuralal
sharmisthi,sharmistha
khshbn,khshbu
pakhati,pakhali
nyimuddin,naimuddin
joswna,joshna
pannagal,pannalal
sosm,soam
meelu,neelu
awrish,amrish
imtyaz,imtyaz
sagira,sahira
yuskf,yusuf
wudsir,mudsir
ixam,iram
richaroj,richaraj
yamind,yamini
ayijan,amijan
okhil,akhil
lui,luv
snkhvir,sukhvir
sher,sheh
dilshanv,dilshana
preent,preena
shjan,sejan
samasddin,samayddin
geetikf,geetika
randeep,randeep
vijaynvi,vijaynti
cumare,kumare
shpvani,shivani
rajvper,rajveer
bhrkaj,bhrkat
amtta,amita
ranjeea,ranjeet
jukul,mukul
shqakuntua,shqakuntla
vusumakar,kusumakar
grotam,nrotam
affat,affan
skatri,swatri
raobharos,rambharos
dysha,disha
unkkr,unkar
basanxi,basanti
yajia,rajia
pljja,pujja
pnnnu,pannu
tejial,tejpal
kajuna,karuna
bikrad,bikram
paha,maha
auish,alish
sawdriya,sawariya
priuansi,priyansi
vardv,varda
bhfvana,bhavana
preyayk,preyank
nithyananddam,nithyanandham
rabiys,rabiya
sararwatl,sararwati
twdnkal,twinkal
sumhmtra,sumemtra
harbinded,harbinder
puwia,punia
jeft,jeet
manmesha,maneesha
oulista,gulista
dhampnder,dhamender
bijemdra,bijendra
rukhyr,rukhar
mnkita,ankita
tukhi,dukhi
tauoik,taufik
dojat,dolat
daza,daya
kanshik,kaushik
krishd,krishn
dukdi,dukhi
kakumbi,kasumbi
qumaila,sumaila
prasoansa,prashansa
adkesh,ankesh
fatheu,father
nankb,nanka
kunwnr,kunwar
ffsana,afsana
pikesh,prkesh
rubeqna,rubeena
larjan,tarjan
rsha,isha
shishcl,shishul
rfhim,rahim
bhartw,bharti
dayur,mayur
awhin,achin
sivak,sivam
damreen,kamreen
feflibyi,feflibai
upay,uday
jharnl,jharna
lima,rima
sednaj,sehnaj
gambhcr,gambhir
moinuddib,moinuddin
fritibha,pritibha
fulb,fuli
jas,jai
safita,savita
soniaa,soniya
acvinder,arvinder
syelesh,shelesh
laana,saana
parmelhwar,parmeshwar
anjumcn,anjuman
chodibai,chotibai
dnder,inder
shgejha,shmejha
fimoz,firoz
aqyan,aryan
jhoui,jhoti
ahashi,shashi
chantrashekhar,chandrashekhar
rahtl,rahil
badrullh,badrulla
dayendra,davendra
mahpreet,manpreet
rapneet,japneet
anujaj,anuraj
ahandesh,chandesh
riyajuyhin,riyajudhin
nfsim,nasim
jithndra,jitendra
dakch,daksh
harynder,harinder
janvs,janvi
hiqender,hitender
pabchuram,panchuram
subbnraiyalu,subburaiyalu
teenm,teena
soosaj,sooraj
phokan,khokan
uhagufta,shagufta
taslix,taslim
deai,deni
shayhai,shashai
ybhishik,abhishik
mindee,minder
niabhay,nirbhay
preyokit,preyojit
ruhx,ruhi
neelu,neelu
nhsrin,nasrin
girjesx,girjesh
rucksana,rucksana
ramaarose,rambarose
lhanna,dhanna
kahid,jahid
faral,farah
sarbjett,sarbjeet
safila,safila
rimpi,simpi
manjot,manjoo
tofid,tofik
riqku,rinku
jeeshaw,jeeshan
sukhlad,sukhlal
sgmsuddin,samsuddin
jidendr,jitendr
shrab,shoab
abzishak,abhishak
vigla,vimla
hwseni,huseni
harbansp,harbansh
sobhangi,subhangi
mqhinudin,mahinudin
baloeer,balveer
gpish,grish
sarden,sareen
oeepika,deepika
iavpreet,lavpreet
shahlja,shailja
dhaomender,dharmender
lokirdra,lokindra
dajad,dauad
sabhyw,sabhya
mahri,mairi
najka,najda
jyotsank,jyotsana
kamrpan,kamraan
dililh,dilish
wahelda,waheeda
rahisuddin,rahisuddin
aaita,amita
chyla,chela
teby,beby
chavdrika,chandrika
sahqr,sahar
jispal,sispal
sabile,sabila
shaaana,shayana
satvnder,satender
baneu,bantu
shjmala,shimala
oishana,kishana
famlash,kamlash
rikkenjhi,rikkenchi
dirgjj,dirgaj
skarwan,sharwan
jahaui,jahani
amnan,adnan
bochcha,bachcha
ohmejha,shmejha
sqbash,subash
shrawcn,shrawan
riyajudsn,riyajudin
smy,smt
pingi,pinki
chew,chet
sitender,satender
matyar,matbar
pankw,panku
nmpati,ompati
vuram,viram
frga,frra
radfe,radhe
mohamad,mohhmad
hajraj,gajraj
rskhsar,rukhsar
mwndeep,mandeep
ianti,manti
naveelb,naveela
mprcy,mercy
sadtro,santro
ramorar,ramotar
veeranker,veerander
jadnu,jaanu
azij,azim
sadar,sahar
nileih,nilesh
khumanand,khimanand
irvu,irtu
nlraj,niraj
ajbabi,ajnabi
kakok,kanok
parkti,pariti
babuddhn,babuddin
shjlid,shalid
idqish,idrish
jebtu,jeetu
gkrdayal,gurdayal
kamlezhwar,kamleshwar
poptnder,popinder
suqtia,suntia
harzanschauhan,harbanschauhan
nrendv,nrendr
jayantalass,jayantadass
julfioar,julficar
mampta,mammta
sharjhrit,sharjprit
ajshe,aishe
yidarth,sidarth
sama,dama
sidharatq,sidharath
rsjesv,rsjesh
sathanti,satwanti
anfar,ansar
ramsha,rambha
urwasyi,urwashi
rizwaia,rizwana
dhotibai,chotibai
gaggadhar,gangadhar
sudpa,sudma
babwu,babbu
sawaemal,sawarmal
iqarag,iqarar
skny,sany
prewna,preena
khushba,khushbu
rukwin,ruksin
sarwag,sarwan
mntok,matok
nanya,kanya
meharudsin,meharuddin
ikramudeen,ikramudeen
munajiu,munajir
bhahan,bhajan
marhasi,narhasi
sqhsmita,suhsmita
nftrapal,netrapal
iaykumar,jaykumar
surinderc,surindera
wnayat,inayat
mqtok,matok
malkrat,malkiat
luraj,suraj
reeti,reeti
ramvter,ramveer
shubhym,shubham
kajwanti,rajwanti
aikush,ankush
purniha,purnima
kona,sona
khabhbu,khashbu
chaepa,chanpa
heva,deva
shrwan,sarwan
adbina,albina
neeoaj,neeraj
jukrita,sukrita
aalita,lalita
abhimaoyu,abhimanyu
gutprit,gurprit
reeai,reeti
bhatrq,bhatri
jigtender,jittender
lalir,lalit
tlar,taar
trannui,trannum
nlkesh,alkesh
shweak,sheeak
shahbuddfn,shahbuddin
pdllu,pallu
heeua,heena
pahana,sahana
mumsndi,muksndi
choturwm,choturam
sahiw,sahin
daca,dara
oohel,sohel
khirsid,khursid
menwal,menpal
lootan,nootan
sdivnath,shivnath
rakkibhil,rakkibhul
hram,iram
manjih,manjiv
ambika,ambika
kalashs,kalashi
ashza,ashma
pahir,tahir
sjaloo,shaloo
ptta,atta
rizika,ritika
pawni,pawni
amars,amart
shyamwati,shyamvati
utoana,utpana
koshak,koshal
viwlo,viplo
cashu,vashu
jazirul,jahirul
mnybk,mnyak
fharwan,fharman
durvech,durvesh
shehjadi,shahjadi
baiinath,baijnath
vwpiv,vipiv
raveenp,raveena
sugitha,sunitha
parveon,parveen
jorda,joria
jaivexr,jaiveer
rakqi,rakki
shiqani,shiwani
anug,anup
khoomhboo,khooshboo
drtu,irtu
ssyja,sayja
kasmum,kashum
ramniwasj,ramniwasj
kamrulnisha,kamrulnisha
chnotu,chootu
safif,sarif
gokum,gokul
votolal,motolal
klo,kmo
jhotg,jhoti
pitin,jitin
hajeef,haneef
sabrrn,sabrin
raita,baita
ninky,nikky
guzpreet,gurpreet
vakemh,vakesh
maruina,marzina
nansdi,nanshi
bmdh,bodh
sehjrmal,sehjamal
unknowg,unknown
busrt,busra
smnayna,sunayna
bylbir,balbir
keshgr,keshar
zamuna,jamuna
fdal,udal
ramkumae,ramkumar
rajkzran,rajkiran
ymeera,ameera
vferander,veerander
sudx,suda
yuwaf,yusaf
atmf,atif
firozw,firoza
rarshma,karshma
sjmitra,sumitra
batwsi,batasi
dekanti,devanti
biehnu,bishnu
rishx,rishi
qeenu,beenu
suhadi,suhani
kzvita,kavita
mmna,mana
pragnab,prannab
netka,netra
chanderkabi,chanderkali
hawan,sawan
amaash,akaash
ncsi,nosi
schnawaz,sahnawaz
ranwita,ranjita
kehkaca,kehkasa
anist,anish
chhaverwati,chhaterwati
ompdrkash,omparkash
mwhkar,mahkar
seragi,beragi
shjbu,shibu
akuhari,akthari
muling,mulina
maadjuri,maadhuri
jltab,altab
prthi,arthi
qubhan,subhan
naryon,naryan
tashdkur,tashkkur
devji,devli
umdk,umda
bholjram,bholaram
khzshbhu,khushbhu
sentiia,senthia
nltthu,natthu
vijaea,vijaya
ragwendey,ragwender
sakeen,saheen
yalina,aalina
moninh,monish
amho,asho
bhnma,bhima
hisamuddie,hisamuddin
chanera,chandra
qaraini,naraini
muptaz,mumtaz
hariesp,hariesh
rajas,rajam
sxyeri,sayeri
reenj,reena
aahiyant,arhiyant
aafil,aamil
khfmraj,khemraj
ssokesh,shokesh
humari,kumari
haleshwar,baleshwar
dmna,amna
ndmra,namra
suswnto,susanto
aghatari,akhatari
resui,resmi
nago,nano
ikdal,indal
safu,safe
ghushi,khushi
senner,senser
maati,manti
injal,anjal
gardas,hardas
prawati,pragati
sxreeniwas,shreeniwas
khcma,khuma
chandfrkala,chanderkala
vcram,viram
vipub,vipul
ohripal,shripal
kueail,kumail
rakhb,rakhi
pachujam,pachuram
tamphal,ramphal
ansoum,anshum
brimesh,brijesh
matharth,yatharth
aaschal,aanchal
bhpwan,bhuwan
syadik,shadik
antl,anil
bhorenal,bhorelal
qsi,asi
chhahan,chhagan
akif,akif
dayalati,dayawati
yoggshwari,yogeshwari
scuin,schin
aditynlok,adityalok
aarafi,aarati
bih,bir
saqgeena,sangeena
sarthlk,sarthak
okprakesh,omprakesh
upasnb,upasna
manpmool,manphool
jumjan,jumman
hazkri,hazari
klalh,klash
arunkuwar,arunkumar
ayupam,anupam
dilshazi,dilshadi
hishae,hisham
tfsha,afsha
mohinuddtn,mohinuddin
jayehing,jayshing
nahazi,nahani
amrok,amrik
thaboob,shaboob
injman,injmam
pazitra,pavitra
naralni,naraini
cjanab,chanab
qinnu,binnu
gajeqdra,gajendra
saeem,naeem
eurjit,gurjit
yabh,yash
ximat,kimat
pisha,pista
sariti,sarita
oeti,seti
samian,samman
suqhiya,subhiya
nqzeem,nazeem
fanok,kanok
zhameli,chameli
ramjivawan,ramjiyawan
savrnen,savreen
supiriua,supiriya
subharal,subhapal
atiih,atish
bharma,bharma
gotnya,gotiya
dhiso,dhisa
sahny,sahna
sabqa,sabba
aphsfna,aphsana
zzveb,zuveb
nsdir,nadir
subhsh,subesh
zanu,tanu
utpina,utpana
sgnhara,sunhara
haniu,handu
palaman,salaman
peentb,peentu
sanjanb,sanjana
paxnalal,pannalal
amabmula,amarmula
bhrsm,bhram
nmnsi,nensi
rardar,sardar
pato,bato
pusrat,musrat
janda,janta
anjfej,anjrej
eadrunisha,badrunisha
shetpl,shetal
kkdu,kadu
murshiea,murshida
saiypda,saiyada
dvpa,dipa
saaniya,saaniya
pracji,prachi
latj,lata
fshita,ishita
pankuj,pankuj
fatiza,fatima
eurprit,gurprit
mndak,mnyak
rahrani,rajrani
teramati,taramati
pimmi,simmi
ania,anta
mashls,mashli
fatyapal,satyapal
kraskna,krashna
tara,para
gopiraa,gopiram
ramlesh,ramkesh
kapmi,karmi
amrootk,amrooti
farif,tarif
sadzam,saddam
prabhj,prabhu
natu,nanu
pxryanka,piryanka
riybjuddin,riyajuddin
phui,phul
sajrudrin,sajruddin
salauddkn,salauddin
aaslo,aasto
zameer,jameer
easin,yasin
mukeemzddin,mukeemuddin
mrhanlal,mohanlal
vulsum,kulsum
purnmal,purnmal
ahsif,aasif
britika,pritika
mowena,momena
ramchajder,ramchander
kumrest,kumresh
dhaniyj,dhaniya
pammi,pammi
givynda,givinda
ahyam,shyam
patric,patric
sawrrmal,sawarmal
norralam,nooralam
mapka,manka
begrlj,begraj
nazzeen,nazneen
ralna,rajna
abhfsekh,abhisekh
ikrazudeen,ikramudeen
nzzmaa,nazmaa
niranjkn,niranjan
ydham,udham
muvny,munny
semjal,sehjal
bxshudev,bashudev
husainpreec,husainpreet
rivek,vivek
gaman,raman
mayyk,mayak
cshnu,ashnu
mhngol,mangol
nadima,nasima
ilyfs,ilyas
lycky,lucky
dilkmsh,dilkush
asanb,asana
hagari,hagami
iasaf,insaf
baichaq,baichan
shuu,shun
shica,shiya
yilram,vilram
khurlo,khumlo
bosi,bobi
hasiom,hariom
sufri,susri
posrnima,poornima
tahu,tanu
bar,bir
mukkrsh,mukkesh
meeram,beeram
chetaia,chetana
suddarth,siddarth
bekay,benay
sanxta,sanita
iholaram,bholaram
pabveena,parveena
rxsanjahan,rosanjahan
mahavver,mahaveer
szmender,sumender
feshave,keshave
sakq,saku
mohaf,mohan
mulhna,mulina
abhishsk,abhishak
paftul,partul
hardam,hardam
thobas,thomas
cakesh,vakesh
kangat,mangat
shreemrti,shreemati
yeetram,jeetram
azay,ajay
naveey,naveen
yufian,sufian
lawld,lawli
monqy,monty
ganbaram,gangaram
anitt,anita
buchdi,buchhi
avid,abid
sacvidanand,sachidanand
nireat,nirwat
golvan,goldan
bachheshwur,bachheshwar
sanjit,sanjit
asu,atu
vikarag,vikaram
kohinoos,kohinoor
premqal,prempal
aieha,aisha
namoita,mamoita
dmana,dhana
sopeb,soheb
sifran,simran
sukhpreeex,sukhpreeet
haseel,haseem
saviran,sakiran
shnqha,shneha
manohh,manosh
bobdi,bobbi
tubassum,tabassum
sownal,sohnal
silu,nilu
salfman,salaman
kaschn,kanchn
chula,chela
innesh,isnesh
say,sat
sidit,vidit
pravitdra,pravindra
gulftra,gulfara
amriqh,amrish
gometi,gomati
somdash,somdath
gayender,gajender
saiyaprakash,satyaprakash
safixa,safila
syma,suma
mandotmi,mandothi
aasim,kasim
sonni,sonyi
patathvi,parathvi
hodr,hoor
guja,puja
vydlet,vyelet
pphpla,pphola
farhm,farha
shahnuj,shahnaj
nomtan,nootan
danysta,danista
zakhe,lakhe
slurav,sourav
vana,sana
mfnne,munne
meeraj,neeraj
salpsh,salesh
sahnaj,sahnaj
drabhat,prabhat
siardha,shardha
siety,sisty
rlina,rvina
yogese,yogesh
prftiksha,pratiksha
ramjeeg,ramjeet
sufha,sufia
xeru,feru
reemo,reema
hxma,homa
satj,satu
muoarrat,musarrat
bashanti,bashanti
khjsbu,khusbu
aakwb,aakib
sanhar,sankar
munnq,munna
chztana,chetana
hbitik,hritik
anja,anju
ohega,mhega
eanmay,tanmay
pranila,pramila
hahiya,haliya
razlya,raziya
nirutma,nirutma
mufkesh,mukkesh
uska,usha
scral,saral
bhupzndar,bhupendar
rhansinghpuri,dhansinghpuri
suhhsohan,sukhsohan
waghuvinder,raghuvinder
davilal,devilal
hamsiray,hamsiran
sunehl,suneel
ajzm,ajim
surajmat,surajmal
fnhija,fahija
bhurl,bhura
kamhash,kamlash
atid,atiq
imym,imam
neelkjnt,neelkant
ujjais,ujjair
chumkf,chumki
shxhnaz,shehnaz
sakchjn,sakchan
fushumavati,kushumavati
nikkhat,nikahat
guddg,guddu
suhaliza,suhaliya
fisar,nisar
aldamdi,alhamdi
sahic,sahib
yqshmin,yashmin
shdhant,sidhant
ompzakesh,omprakesh
hapjy,happy
kiroridal,kirorimal
umlesk,umlesh
kashirrm,kashiram
iatbar,satbar
anvj,anoj
chqabeel,chhabeel
waidas,saidas
moshri,moshri
lwkhu,lakhu
sully,sally
satjarayan,satnarayan
dhrampnl,dhrampal
ujaba,ujama
mehqoob,mehboob
jagn,jaga
harshiy,harshit
yatodha,yasodha
karinp,karina
rizwax,rizwan
meatab,mehtab
rishimal,rishipal
uqvashi,urvashi
mjsdi,mjudi
bagwai,bagwan
latneswar,ratneswar
kaarz,kaari
dharovir,dharmvir
sannm,sanam
abhalasha,abhilasha
amrjest,amrjeet
subhygya,subhagya
manjiader,manjinder
zasim,jasim
yarunakar,karunakar
pramit,pramil
rpmmi,rimmi
sehnaj,sehnaz
jpdish,jgdish
charanjeeh,charanjeet
sadge,sadre
tilsha,tulsha
rdjish,rajish
jahami,jahani
rajas,rajat
rmjanti,rajanti
nihaochand,nihalchand
naveeda,naveeda
ghansjyam,ghanshyam
hazary,hazari
imar,amar
tajju,sajju
gazi,razi
shabwan,sharwan
aaho,asho
shdving,shaving
fishant,nishant
kusno,husno
gomuti,gomati
earimohan,harimohan
rijakhal,rijakpal
anao,anno
shanib,shahib
bhayay,bhagay
pavitrg,pavitra
sunarlali,sunarkali
sumc,suma
marvin,parvin
idnish,idrish
qaad,saad
anipam,anupam
shjaz,shjad
rajeram,rajaram
tajeddin,tajuddin
jqhoor,jahoor
shophit,shobhit
lpkh,lakh
lanar,lasar
kirjshan,kirashan
raj,ram
usrawti,umrawti
syiva,shiva
satyenger,satyender
kly,klu
tament,hament
rajbid,rajbir
baxalu,babalu
mwhsin,mohsin
shahhwat,shashwat
lawrense,lawrence
mamchknd,mamchand
mafur,mayur
miskri,mishri
hafmani,harmani
hbm,hom
geerlish,geernish
eulshi,tulshi
sanyvvar,sanavvar
mahdma,mahima
bangani,bangali
hurbir,harbir
baldav,baldev
gajraj,gajraj
ruohra,rudhra
kanishakrhj,kanishakraj
iadakunvar,ladakunvar
nafixa,nafisa
garsawati,sarsawati
aansaar,sansaar
mhnno,manno
snnder,sinder
hansraj,hansraj
saltman,salaman
magfooz,mahfooz
czad,azad
jdibir,jaibir
aphrfi,ashrfi
alamdin,alaudin
gnngun,gungun
sawita,savita
haqib,habib
siszal,sispal
harkash,harkesh
sfdhu,sadhu
raurab,saurab
buchhf,buchhi
rohani,rohini
aman,aman
deemanshi,deepanshi
uanda,kanda
sardh,sarah
shamsuina,shamshina
harram,harnam
bhqvna,bhavna
kalpni,kalpna
guzudut,gurudut
tjnuja,tanuja
gvpreet,grpreet
raxulu,ramulu
qambhu,sambhu
rehmath,rehmati
nijika,nitika
chanaen,chanden
spikha,shikha
faznz,fazaz
sharanjiet,sharanjeet
mgnjinder,manjinder
pilmika,pirmika
jeered,jeeren
ruklaar,ruksaar
kxuma,khuma
savina,savina
kehana,rehana
mshant,ishant
arnabjdt,arnabjit
kuaina,kulina
ajjma,ajima
vandkta,vandita
panhuj,pankuj
mansud,maksud
lamsh,laksh
guruvachin,guruvachan
carendra,harendra
kushkita,kushmita
lyatun,hyatun
vameeruddin,sameeruddin
baau,batu
ykshay,akshay
awjiv,aajiv
sfetha,swetha
shaouna,shakuna
azhan,azhar
axjana,anjana
jubeda,jubeda
kxlyan,kalyan
ghifaram,ghisaram
begumpjr,begumpur
cardeep,hardeep
ound,dund
knqeyalal,knheyalal
sahbuddig,sahbuddin
camu,mamu
aafpin,aafrin
mlnka,minka
mqina,maina
jnupuma,anupuma
sitenner,sitender
jada,bada
kuntg,kunti
kitxi,kitti
tohar,tohir
oazara,hazara
birajbhyshan,birajbhushan
gjri,gori
amawdeep,amandeep
surendad,surendar
rawang,rawana
firasat,firasat
qubato,subato
guljar,guljar
swital,shital
bakiram,baliram
apeen,ameen
nnryani,naryani
koxylaya,kosylaya
javbir,jagbir
liwa,lila
sufiyp,sufiya
kumape,kumare
majunyw,majunew
aashrk,aashik
sandima,sandiya
amma,asma
igarhim,ibarhim
harijhand,harichand
ramnabu,rambabu
baitj,baita
rohila,rohila
bukho,budho
derali,depali
radikhd,radikha
jarif,jarim
lher,sher
mhoomam,mhoomad
kcshar,keshar
sheeak,sheeak
ralupa,salupa
ovwish,ovaish
saheta,saweta
akhdl,akhil
farila,farida
munty,monty
pekvez,pervez
adityz,aditya
shvnni,shvani
auddhi,buddhi
kusumlatx,kusumlata
ajaywal,ajaypal
wanwari,banwari
uaiveer,jaiveer
dropki,dropti
harichbnd,harichand
parmanynd,parmanand
rsyish,rayish
chandrawati,chandrawati
akuari,akbari
pjramshela,paramshela
mubarig,mubarik
xhamshina,shamshina
usmau,usman
pavtyush,partyush
mujjffar,mujaffar
vjama,ujama
rukc,ruka
aatih,aatif
xankaj,pankaj
myhak,mohak
rukhsnna,rukhsona
juifi,julfi
bhafaram,bhalaram
veeniia,veenita
alnabjit,arnabjit
palarmm,palaram
hritdik,hrithik
vaibnv,vaibav
mikyl,mikel
sonj,sona
amasi,amasi
brvita,bavita
ghansoyam,ghanshyam
smahnaj,shahnaj
tumaila,sumaila
sugekha,surekha
sahwanti,satwanti
kaail,kamil
imwman,imaman
meel,meer
anandsati,anandwati
rajuda,rajudi
aknel,akeel
faroana,farjana
vakosh,vakesh
suoandb,sugandb
sehrax,sehran
gmlfan,gulfan
tapsa,tamsa
pharjanq,pharjana
chran,chran
ramkanyx,ramkanya
tishnu,bishnu
aeyji,deyji
aphasanq,aphasana
jalxi,jalmi
mameena,sameena
noowan,nootan
faisjl,faisal
veesa,neesa
jafgar,jaffar
mpnadevi,menadevi
kamamvir,karamvir
karmda,narmda
dtanu,dhanu
chzmeli,chameli
rimlakhan,ramlakhan
chogtu,chootu
rymniwasj,ramniwasj
sagwran,sagiran
tinju,rinju
baid,vaid
surewha,surekha
joiry,joity
muqhtwr,muqhtar
jupinder,rupinder
vabir,sabir
kanxaiya,kanhaiya
uahira,sahira
rnmeh,rameh
lavkssh,lavkush
cilka,milka
parasbram,parashram
ratwazi,ratwari
preqsingh,premsingh
shrtaj,sartaj
rashak,rashab
sowav,sorav
smi,sai
vishzsh,vishesh
dulijhand,dulichand
iqbac,iqbal
partime,partima
jaishmiz,jaishmin
shimban,shimran
kbusbhu,khusbhu
zhvni,zhini
haryreet,harpreet
aldk,al0k
dulam,dulal
pxroj,piroj
pqmmy,pammy
vaibahl,vaibahv
talki,tulki
aitesh,ritesh
alida,abida
seltana,sultana
trifta,tripta
ffaija,faaija
aarof,aarif
mamra,namra
jarib,harib
anshumau,anshuman
akhlise,akhlish
jekhram,lekhram
jmrj,jorj
gauravgil,gauravgil
maknood,maksood
iuljhadi,fuljhadi
omprskash,omprakash
dheerenxra,dheerendra
anjkt,anikt
reema,reema
lashiv,kashiv
vanehu,vanshu
kiogkar,kingkar
geytika,geetika
dropni,dropti
gabid,sabid
aaswa,aasma
ikbakh,iklakh
khurhheed,khursheed
rajeqt,rajeet
gulshafm,gulshafa
vyeru,veeru
sumq,suma
shivrwj,shivraj
pragaci,pragati
rasui,rasul
ajmera,ajmeri
afridy,afridi
mrityunway,mrityunjay
vibhish,vibhash
oaizad,saizad
atiq,atif
lalxta,lalita
sandul,saidul
sthid,sahid
vikaoh,vikash
prytha,pratha
dihi,diti
bhanr,bhanu
fsmat,asmat
bhuema,bheema
lallf,lallu
ashanjabi,ashanjali
najnrana,najarana
buchhv,buchhi
awiket,aniket
kirorimpl,kirorimal
murtibui,murtibai
muskaa,muskan
jaipracash,jaiprakash
baljindjr,baljinder
husita,husiya
gugmit,gurmit
aara,para
sinjeevan,sanjeevan
munda,tunda
dnoop,anoop
suweeta,suneeta
asharagi,asharani
rukqya,rukiya
mawa,kawa
mlhbob,mehbob
preegam,preetam
tahpr,tahir
shahnavaj,shahnawaj
ghlden,golden
rhmnihor,ramnihor
rambmool,rambhool
dharmi,dharma
chaader,chander
aail,amil
tabbwux,tabbwum
jhovi,jhoti
txbbwum,tabbwum
pushcan,pushpan
aoli,anli
gukan,guman
dhamrin,shamrin
vudw,vude
atiraj,atitaj
kancqn,kanchn
saim,said
arpne,arpna
aravinp,aravind
bhlmiki,balmiki
meharbav,meharban
sxmnath,somnath
plkhali,pakhali
kavitu,kavita
mjgha,megha
mehiz,mehib
anwary,anwari
kifaypt,kifayat
kalawqti,kalawati
ayantram,anantram
oesha,aesha
aanchad,aanchal
sheftli,shefali
taesya,tapsya
masuya,masuma
naranier,narander
taj,taj
manwk,manak
aohwini,ashwini
khojaram,bhojaram
ouendra,omendra
ayasha,ayasha
rerhmi,reshmi
soncm,sonam
satmohan,satrohan
saroi,saroj
mali,lali
bonu,benu
jupfi,julfi
deuh,desh
birpnl,birpal
pradiep,pradeep
jaku,jakh
arwn,arun
shikea,shikha
mphmmd,mohmmd
tarcq,tariq
anah,anam
nnubhav,anubhav
munnakumwr,munnakumar
velh,vedh
daljit,daljit
shekhar,shekhar
sarsqwati,sarsawati
simabhvrti,simabharti
horry,harry
nyor,noor
mutender,munender
naaima,nasima
crfa,irfa
neva,seva
tinkg,tinku
ampera,ameera
pana,nana
snurag,anurag
suvaki,sunaki
randhwr,randhir
afohar,afshar
trpreet,grpreet
nanna,nannu
parzm,parem
mitttun,mitthun
sajidk,sajida
mahfook,mahfooj
wamjeet,kamjeet
raviknnt,ravikant
gkrdayal,gurdayal
fazaz,fazaz
qzaz,ezaz
satyadarayan,satyanarayan
rajdsh,rajesh
kalu,kale
ukma,umma
arnabvit,arnabjit
tafim,talim
khsan,ahsan
vinetb,vineta
jidu,jitu
nqraini,naraini
stitaj,atitaj
nagched,nakched
ks0,km0
lsha,usha
xakchan,sakchan
sominder,somender
prvan,pavan
shokelh,shokesh
kulshan,gulshan
vinnc,vinna
mdraz,miraz
megam,begam
spapa,spana
sok,som
ruehar,rukhar
minaxnf,minaxni
etahsaak,etahsaam
ayagar,asagar
ratckant,ratikant
nakum,nakul
kuwarjfet,kuwarjeet
uuhail,suhail
seaan,sejan
majrula,majrula
omxarsad,omparsad
krushar,kaushar
vishesq,vishesh
shklntala,shkuntala
nuraish,nuraish
kalyfn,kalyan
prrchi,prachi
dhramveea,dhramveer
gansh,garsh
rajmev,rajdev
rahiy,rahim
hlsain,husain
nikqy,nikky
ihudevi,bhudevi
chctu,chotu
anukha,anekha
wayimuddin,wasimuddin
rajishvr,rajeshvr
vesfali,veshali
sanq,sant
newaz,newal
bahta,baita
ohalu,shalu
alhimanyu,abhimanyu
chethn,chetan
anandwwti,anandwati
jitender,jitender
sumigta,sumirta
rakhsmi,lakhsmi
oljone,omjone
kelachi,kelashi
prvyaki,priyaki
unai,udai
akseit,akshit
nooce,noore
salmakeatun,salmakhatun
hajak,harak
droptm,dropti
daveenz,daveena
angaj,ankaj
syamsuhder,syamsunder
phoolwenti,phoolwanti
sbruf,saruf
shiviaj,shivraj
gyanj,gyanu
shilw,shilu
roshiti,roshini
bhteri,bhteri
aarifuy,aarifun
pushbpa,pushapa
iakshy,lakshy
lakm,lakh
srlu,salu
neaven,neeven
lakhvgnder,lakhvinder
shardea,shardha
ahrampal,dhrampal
paksi,baksi
bvure,bhure
bauram,babram
lahvish,mahvish
qandkishore,nandkishore
parjmjit,paramjit
bhlra,bhura
handna,sandna
aparza,aparna
rukyh,rukya
sanosho,sanoshi
sysi,shsi
girishchundra,girishchandra
kumsum,kulsum
shacrabh,shaurabh
kcuchu,kouchu
nabim,nadim
oarak,harak
oarhin,farhin
soxaib,sohaib
yasw,yash
shla,shma
nence,nenhe
haaender,harender
kilshna,kirshna
jigaa,jigar
girner,girwer
sumitha,sunitha
gasiram,jasiram
wstyara,istyara
rmnkoo,rinkoo
parkesh,parkash
prsaxt,prsant
rambdul,rambhul
iotikar,istikar
farhanrz,farhanaz
nagoa,nagma
shumjta,shumita
rajeny,rajend
anjani,anjani
paryaika,paryanka
lslu,lilu
ghaosyam,ghansyam
badhn,badan
kagviri,jagviri
nilhad,nikhad
yhsi,shsi
aahii,aahim
chehna,chetna
krisaia,krisana
rajii,rajia
dhaku,dhanu
satyawat,satyawan
mijtu,mintu
yubby,rubby
fishith,nishith
mocmed,mohmed
gairi,gawri
sakik,sakib
voctor,victor
gulfsdl,gulfsal
imtyau,imtyaz
jpni,joni
charderkanta,chanderkanta
